texto de referencia,Lugar de vivienda (codigo tienda/casa de Jean P.),Lugar de trabajo (codigo tienda/casa de Jean P.),nom privilégié,Prénom privilégié,Variante n°1 du Nom,Variante n°1 du Prénom,Variante n°2 du Nom,Variante nº du Nom,Variante n°2 du Prénom,Titulo,variante n°1 del Titulo,variante n°2 del Titulo,Métier / occupation,variante n°1 del Métier / occupation,variante n°2 del Métier / occupation,ultima religion conocida,fecha cuando se firma el contrato,Citation (sources) - copiar pegar ref abajo de la pagina,Lugar de trabajo (zona/barrio - siglos 13-14-15),Lugar de trabajo (nombre de calle - siglos 13-14-15),Lugar de trabajo (nota - indicaciones localizacion - siglos 13-14-15),Lugar de trabajo (nombre de tienda/casa - siglos 13-14-15),Lugar de trabajo (direccion exacta actual),Lugar de vivienda (zona/barrio - siglos 13-14-15),Lugar de vivienda (nombre de calle - siglos 13-14-15),Lugar de vivienda (nota - indicaciones localizacion - siglos 13-14-15),Lugar de vivienda (nombre tienda/casa - siglos 13-14-15),Lugar de vivienda (direccion exacta actual)
TTOPEDITOR-T-20-BA-MO,,CH_BA_05a,Adolasis,Yuçaf,Abdulasis,,Abulasys,,Abdulazis,,,,Maestre alfaharero,,,moro,09/02/1463,"le chapitre baille à Maestre Yuçaf Adolasis, alfaharero, moro, demeurant à Tolède, et à sa femme, doña Marioca (...) Puis, la femme s'oblige et ils donnent la caution de Maestre Abdalla Sarquillo, zapatero, moro",,La Sal ,"une cámara située sur deux tiendas, dans la rue dite de la Sal, à la colación de San Ginés, l'une des tiendas, située au coin (...) La cámara a une porte au dos des tiendas, à laquelle on monte par un escalier, et jouxte d'un côté une maison de Maestre Mahomad Abenxeque, alfaharero, et de l'autre la rue",,"Sal, calle de la. N°s. 1- 2*.",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_05a,,doña Marioca,,,,,,,,,,,,musulmana*,09/02/1463,"le chapitre baille à Maestre Yuçaf Adolasis, alfaharero, moro, demeurant à Tolède, et à sa femme, doña Marioca (...) Puis, la femme s'oblige et ils donnent la caution de Maestre Abdalla Sarquillo, zapatero, moro",,La Sal ,"une cámara située sur deux tiendas, dans la rue dite de la Sal, à la colación de San Ginés, l'une des tiendas, située au coin (...) La cámara a une porte au dos des tiendas, à laquelle on monte par un escalier, et jouxte d'un côté une maison de Maestre Mahomad Abenxeque, alfaharero, et de l'autre la rue",,"Sal, calle de la. N°s. 1- 2*.",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_05a,Abdulasis,Abrahen,Adolasis,Abraen,Abulasys,Habrahen,Abdulazis,,,,,,,moro,01/07/1477,"Abrahen, moro, fils de Maestre Yuçaf Abdulasis et de Marioca, sa femme, et sa sœur Habiba, se sont obligés pour la tienda (...) avec la caution d'Abraen Merino et d'Esaduba, alfahareros",,La Sal ,"la tienda jouxtant celle tenue par Pedro Díaz, boticario, avec une cámara au dessus des deux tiendas, ayant une porte sur l'autre rue, au dos de ces tiendas",,"Sal, calle de la. N°s. 1- 2*.",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_05a,Abdulasis,Habiba,Adolasis,Abiba,Abulasys,,Abdulazis,,,,,,,,01/07/1477,"Abrahen, moro, fils de Maestre Yuçaf Abdulasis et de Marioca, sa femme, et sa sœur Habiba, se sont obligés pour la tienda (...) avec la caution d'Abraen Merino et d'Esaduba, alfahareros",,La Sal ,"la tienda jouxtant celle tenue par Pedro Díaz, boticario, avec une cámara au dessus des deux tiendas, ayant une porte sur l'autre rue, au dos de ces tiendas",,"Sal, calle de la. N°s. 1- 2*.",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_05a,Abdulasis,Abraen,Adolasis,,Abulasys,Habrahen,Abdulazis,,,,,,,musulmán*,1491,"la tienda, antérieurement tenue par Pedro Díaz, boticario, l'est maintenant par Abraen Abulasys",,La Sal ,Elle jouxte d'un côté la maison précédente (CH_BA_4) et de l'autre le coin de la rue,,"Sal, calle de la. N°s. 1- 2*.",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_05a+b,de Ubeda,Alfonso,,,,,,,,,trapero,,,,23/03/1499,"le chapitre a baillé à Alfonso de Ubeda, trapero (...)  la tienda que tenaient précédemment Habrahen et Abiba, fils et fille de Maestre Yuçaf Abdulazis moro, avec la cámara qui se trouve au-dessus des deux tiendas",,La Sal ,"la tienda (...) avec la cámara qui se trouve au-dessus des deux tiendas qu'il tient dans l'autre rue, au dos des dites tiendas",,"Sal, calle de la. N°s. 1- 2*.",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_06a,Díaz,Pedro,,,,,,,,,latonero,,,,27/08/1431,"le chapitre a donné à cens à Pedro Díaz, latonero, la tienda avec ses cámaras, retirée de la maison de Pedro González de Ocaña, calcetero",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_06a,González,Pedro,de Ocaña,,,,,,,,calcetero,,,,,"retirée de la maison de Pedro González de Ocaña, calcetero",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_06a,Díaz,Pedro,,,,,,,,,latonero,,,,1439,"l'entrée des cámaras que tenait Pedro González, calcetero, est tenue par Pedro Díaz, latonero",,La Sal ,"Elle jouxte d'une part une tienda de l'Église que tient García López de la Cuadra (CH_BA_7) et de l'autre une tienda de l'archevêque don Pedro Tenorio. Au delà de l'entrée se trouve deux suelos, l'un au dessus de l'autre, au dessus de la cuadra de Pedro González, calcetero",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_06b,González,Francisco,Roxel,,,,,,,,,,,,,"les tiendas que tenait auparavant Francisco González Roxel ont été données à cens par le chapitre à Fernand González de Zayas, latonero (...)  les mrs. correspondant sont payés en partie, pour Fernand González de Zayas, par son gendre, Alfonso García, tundidor, et en partie par Juan Díaz",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_06b,González,Fernand,de Zayas,,,,,,,,latonero,,,,13/07/1442,"les tiendas que tenait auparavant Francisco González Roxel ont été données à cens par le chapitre à Fernand González de Zayas, latonero (...)  les mrs. correspondant sont payés en partie, pour Fernand González de Zayas, par son gendre, Alfonso García, tundidor, et en partie par Juan Díaz",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_06b,González,Fernand,de Zayas,,,,,,,,latonero,,,,1443,"le chapitre, le 14/07/1442, a donné à cens les deux tiendas que tenait Francisco González Roxel et García López de la Cuadra, les deux ensemble, à Fernand González de Zayas, latonero",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,CH_BA_06,CH_BA_06,Diaz,Pedro,,,,,,,,,latonero,,,,15/01/1453,"Pedro Diaz, latonero, a fait reconnaissance des 600 mrs. et une paire de poules de cens sur la casa tienda qu'il tenait a la Sal",,La Sal ,"la casa tienda qu'il tenait a la Sal, qui vient sur la maison de Pedro González de Ocaña, calcetero, avec la tienda jointive qu'il a eue de Fernand González Zayas, latonero",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_06,Diaz,Juan,,,,,,,,,,,,,12/07/1465,"le chapitre a autorisé Beatriz González, femme de Pedro Díaz, à donner cette maison et tienda à son fils, Juan Díaz, latonero",,La Sal ,"la casa tienda qu'il tenait a la Sal, qui vient sur la maison de Pedro González de Ocaña, calcetero, avec la tienda jointive qu'il a eue de Fernand González Zayas, latonero",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_06,Abenxequi,Mahomad,Abenxeque,,Aloxe?,,,,,,Maestre  alfaharero,,,moro,21/02/1469,"le chapitre a autorisé la vente à Maestre Mahomad Abenxequi, moro, alfaharero, de la tienda que tenait Juan Díaz, latonero, a la Sal",,La Sal ,"la tienda que tenait Juan Díaz, latonero, a la Sal, au dessus de la maison de Pedro González de Ocaña, avec la tienda jointive que tenait Pedro Díaz",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,CH_BA_06,CH_BA_06,Díaz,Marcos,de Mondéjar,,,,,chanoine,,,,,,,06/07/1478,"le chapitre a autorisé Maestre Mahomad Abenxeque à vendre au chanoine Marcos Díaz de Mondéjar, la tienda (ou la maison) qu'il tenait",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,CH_BA_06,CH_BA_06,Díaz,Marcos,de Mondéjar,,,,,chanoine,,,,,,,1491,"la maison et tienda que tenait antérieurement Mahomad Aloxe, l'est maintenant par les héritiers du chanoine Marcos Díaz",,La Sal ,Elle jouxte d'une part une maison de Diego de Higares tributaire à l'Église (CH_AA_07) et de l'autre une maison de la chapelle de don Pedro Tenorio. Elle comporte notamment une cámara qui donne sur les maisons des Cuatro Calles,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,CH_BA_06,CH_BA_06,de Contreras,Alfonso,,,,,,racionero,,,,,,,06/02/1493,"Alfonso de Contreras, racionero, neveu et héritier du chanoine Francisco de Contreras, qui était lui-même l'héritier du chanoine Marcos Díaz de Mondéjar (...) sur une maison (...)  que tenait auparavant Marcos Díaz de Mondéjar, puis Francisco de Contreras",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,CH_BA_06,CH_BA_06,de Contreras,Francisco,,,,,,chanoine,,,,,,,,"Alfonso de Contreras, racionero, neveu et héritier du chanoine Francisco de Contreras, qui était lui-même l'héritier du chanoine Marcos Díaz de Mondéjar (...) sur une maison (...)  que tenait auparavant Marcos Díaz de Mondéjar, puis Francisco de Contreras",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,CH_BA_06,CH_BA_06,Suárez,Catalina,,,,,,,,,,,,,,"Alfonso de Contreras, racionero, fait don à Catalina Suárez, de certains biens qu'il possède par héritage de son oncle, le chanoine Francisco de Contreras (...) qui les avait lui-même hérités du chanoine Marcos Díaz de Mondéjar, notamment d'une maison située a la Sal, dans la colación de S. Ginés", colación de S. Ginés,La Sal ,"jouxtant d'une part une maison d'Alfonso de Toledo Pericón (CH_BA_07), de l'autre et par derrière une maison de ́Lope Pardo et de son fils Gutierre de la Peña (CH_BA_18+ CH_BA_19), et de l'autre la rue",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0601,Fernández,Pedro,de Burgos,,,,,,,,,,,,1417,"une tienda située à la Sal, qui était de Pedro Fernández de Burgos, est tenue par Pedro Fernández Maymon, et sa femme, Catalina González",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0601,Fernández,Pedro,Maymon,,,,,,,,,,,,1417,"une tienda située à la Sal, qui était de Pedro Fernández de Burgos, est tenue par Pedro Fernández Maymon, et sa femme, Catalina González (...)  avec la caution de Gonzalo González, herrero, et de Fernand García, albañil",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0601,González,Catalina,,,,,,,,,,,,,1417,"une tienda située à la Sal, qui était de Pedro Fernández de Burgos, est tenue par Pedro Fernández Maymon, et sa femme, Catalina González (...)  avec la caution de Gonzalo González, herrero, et de Fernand García, albañil",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0601,González,Juan,,,,,,,,,zapatero,,,,30/09/1417,"le chapitre a baillé cette maison à Juan González, zapatero, et Inés González, sa femme  une maison, tenue précédemment par Pedro Fernández Aben Maymon (...)  avec la caution d'Alfonso Ruiz, tejedor de lienzos, d'Alvar Rodríguez, jubetero, demeurant à la colación de S. Juan, et de Gonzalo Fernández, zapatero, père de Juan González.",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0601,González,Inés,,,,,,,,,,,,,30/09/1417,"le chapitre a baillé cette maison à Juan González, zapatero, et Inés González, sa femme  une maison, tenue précédemment par Pedro Fernández Aben Maymon (...)  avec la caution d'Alfonso Ruiz, tejedor de lienzos, d'Alvar Rodríguez, jubetero, demeurant à la colación de S. Juan, et de Gonzalo Fernández, zapatero, père de Juan González.",,La Sal ,"jouxtant une maison du chapitre qui fut de Pedro Fernández de Burgos, une maison de doña Xamce, et la rue",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0601,Rodríguez,Gonzalo,,,,,,,,,jubetero,,,,1426,"le chapitre baille à Gonzalo Rodríguez, jubetero, et Elvira Rodríguez, sa femme, une casa tienda, avec sa cámara",,La Sal ,"située à la calle de la Sal, jouxtant une casa tienda du chapitre tenue par Per Alfonso, boticario, une maison de Juana Rodríguez, femme de Juan Rodríguez, alfaharero (CH_AD_18+ CH_BA_19), et la rue",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0601,Rodríguez,Elvira,,,,,,,,,,,,,1426,"le chapitre baille à Gonzalo Rodríguez, jubetero, et Elvira Rodríguez, sa femme, une casa tienda, avec sa cámara",,La Sal ,"située à la calle de la Sal, jouxtant une casa tienda du chapitre tenue par Per Alfonso, boticario, une maison de Juana Rodríguez, femme de Juan Rodríguez, alfaharero (CH_AD_18+ CH_BA_19), et la rue",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,CH_BA_0601,CH_BA_0601,Rodríguez,Gonzalo,,,,,,,,,jubetero,,,,1450,"la maison que tenait Gonzalo Rodríguez, jubetero, est démolie et ne rapporte rien. La démolition semble antérieure à 1439, car la maison n'apparaît pas à cette date dans le livre des mesures de maisons du chapitre.",,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07 (a+b)+ CH_BA_08,García,Fernand,,,,,,,,,cerero,,,,9/11/1407,"Fernand García, cerero, et Marina Sánchez, sa femme (...) vendent au chanoine et vicaire de l'Église de Tolède, Gonzalo Fernández, trois tiendas situées dans la Cal de la Sal, avec leurs camaras sobradadas",,La Sal ,"ces tiendas étant jointives l'une de l'autre, l'une jouxtant une tienda de la chapelle de S. Blas, une autre jouxtant cette chapelle, et la troisième placée entre les deux premières",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07 (a+b)+ CH_BA_08,Sánchez,Marina,,,,,,,,,,,,,9/11/1407,"Fernand García, cerero, et Marina Sánchez, sa femme (...) vendent au chanoine et vicaire de l'Église de Tolède, Gonzalo Fernández, trois tiendas situées dans la Cal de la Sal, avec leurs camaras sobradadas",,La Sal ,"ces tiendas étant jointives l'une de l'autre, l'une jouxtant une tienda de la chapelle de S. Blas, une autre jouxtant cette chapelle, et la troisième placée entre les deux premières",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07 (a+b)+ CH_BA_08,Fernández,Gonzalo,,,,,,chanoine,vicaire de l'Église de Tolède,,,,,,9/11/1407,"Fernand García, cerero, et Marina Sánchez, sa femme (...) vendent au chanoine et vicaire de l'Église de Tolède, Gonzalo Fernández, trois tiendas situées dans la Cal de la Sal, avec leurs camaras sobradadas",,La Sal ,"ces tiendas étant jointives l'une de l'autre, l'une jouxtant une tienda de la chapelle de S. Blas, une autre jouxtant cette chapelle, et la troisième placée entre les deux premières",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07+ CH_BA_08,Fernández,Gonzalo,,,,,,chanoine,vicaire de l'Église de Tolède,,,,,,9/11/1407,Le même jour le chanoine Gonzalo Fernández baille ces tiendas aux vendeurs,,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07+ CH_BA_08,García,Fernand,,,,,,,,,cerero,,,,1412,"les trois tiendas laissées au chapitre par Gonzalo Fernández, vicario, défunt, situées a la Sal, sont tenues par Fernand García, cerero",,La Sal ,situées a la Sal,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07+ CH_BA_08,García,Fernand,,,,,,,,,cerero,,,,1417,"les tiendas qu'a laissées au chapitre Gonzalo Fernández, vicario, décédé, situées à la Sal, sont tenues par Fernand García",,La Sal ,situées a la Sal,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07+ CH_BA_08,García,Fernand,,,,,,,,,cerero,,,,1422,"les tiendas que Gonzalo Fernández, vicario, a laissées au chapitre, situées a la Sal, sont tenues par Fernand García",,La Sal ,situées a la Sal,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0 …,González,Juan,,,,,,,,,zapatero,,,,27/08/1426,"le chapitre baille à Juan González, zapatero, et Inés González, sa femme, un sotalillo (...) avec la caution de Gonzalo Fernández, zapatero, père de Juan González, et d'Alvar García, guadamecilero",,La Sal ,"un sotalillo, situé a la calle que disen de la Sal jouxtant d'un côté une maison tienda de l'Église et de l'autre une maison et cámaras de l'Église tenue par le même Juan González, le tout précédemment tenu par Marina Sánchez, cerera",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0 …,González,Inés,,,,,,,,,,,,,27/08/1426,"le chapitre baille à Juan González, zapatero, et Inés González, sa femme, un sotalillo (...) avec la caution de Gonzalo Fernández, zapatero, père de Juan González, et d'Alvar García, guadamecilero",,La Sal ,"un sotalillo, situé a la calle que disen de la Sal jouxtant d'un côté une maison tienda de l'Église et de l'autre une maison et cámaras de l'Église tenue par le même Juan González, le tout précédemment tenu par Marina Sánchez, cerera",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_0 …,Sánchez,Marina,,,,,,,,,cerera,,,,,"situé a la calle que disen de la Sal jouxtant d'un côté une maison tienda de l'Église et de l'autre une maison et cámaras de l'Église tenue par le même Juan González, le tout précédemment tenu par Marina Sánchez, cerera",,La Sal ,"un sotalillo, situé a la calle que disen de la Sal jouxtant d'un côté une maison tienda de l'Église et de l'autre une maison et cámaras de l'Église tenue par le même Juan González, le tout précédemment tenu par Marina Sánchez, cerera",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,CH_BA_07,CH_BA_07,González,Francisco,,,,,,,,,sastre,,,,26/08/1426,"le chapitre baille à Francisco González, sastre, fils de Gonzalo Alfonso Roxel, et Elvira González, sa femme, une casa tienda, avec ses camaras et sobrados (...)  avec la caution de Fernand González",,La Sal ,"à la calle dite de la Sal, près de l'Alcaná, jouxtant d'un côté une casa tienda de la chapelle de l'archevêque don Pedro Tenorio tenue par García Fernández, salinero, et de l'autre une casa tienda du chapitre",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07a,González,Francisco,Roxel,,,,,,,,sastre,,,,04/06/1433,"le chapitre baille à Francisco González Roxel, sastre, et Elvira González, sa femme, une maison située a la Sal (...) , avec la caution d'Alvar Rodríguez, jubetero, et Martín Alfonso, chapinero, fils de Juan Alfonso, chapinero",colación de S. Ginés,La Sal ,,,"Sal, calle de la. N°s. 6",,,"une maison située a la Sal, à la colación de S. Ginés, jouxtant une maison de l'Église où demeure Gonzalo Alfonso Roxel, sastre (CH_BA_07b), une autre maison de l'Église où demeure (blanc), et la rue",,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07a,González,Elvira,,,,,,,,,,,,,04/06/1433,"le chapitre baille à Francisco González Roxel, sastre, et Elvira González, sa femme, une maison située a la Sal (...) , avec la caution d'Alvar Rodríguez, jubetero, et Martín Alfonso, chapinero, fils de Juan Alfonso, chapinero",colación de S. Ginés,La Sal ,,,"Sal, calle de la. N°s. 6",,,"une maison située a la Sal, à la colación de S. Ginés, jouxtant une maison de l'Église où demeure Gonzalo Alfonso Roxel, sastre (CH_BA_07b), une autre maison de l'Église où demeure (blanc), et la rue",,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07b,Alfonso,Gonzalo,Roxel,,,,,,,,sastre,,,,,"le chapitre baille à Gonzalo Alfonso Roxel, sastre, et Beatriz Alfonso, sa femme, une maison située a la Sal, a la colación de S. Ginés (...) avec la caution de Fernand Martínez et Juan González de Segovia, albarderos",colación de S. Ginés,La Sal ,,,"Sal, calle de la. N°s. 6",,,"une maison située a la Sal, a la colación de S. Ginés, jouxtant une maison de l'Église où demeure Francisco González Roxel, sastre (CH_BA_07a), une autre maison de l'Église, et la rue",,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07b,Alfonso,Beatriz,,,,,,,,,,,,,,"le chapitre baille à Gonzalo Alfonso Roxel, sastre, et Beatriz Alfonso, sa femme, une maison située a la Sal, a la colación de S. Ginés (...) avec la caution de Fernand Martínez et Juan González de Segovia, albarderos",colación de S. Ginés,La Sal ,,,"Sal, calle de la. N°s. 6",,,"une maison située a la Sal, a la colación de S. Ginés, jouxtant une maison de l'Église où demeure Francisco González Roxel, sastre (CH_BA_07a), une autre maison de l'Église, et la rue",,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07a,Fernández,Francisco,Roxel,,,,,,,,,,,,1439,la segunda tienda que esta çerca desta (?) est tenue par Francisco Fernández Roxel,colación de S. Ginés,La Sal ,"Elle jouxte de chaque côté des tiendas de l'Église, et se trouve incendiée",,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07b,López,García,de la Cuadra,,,,,,,,mercador,,,,14/01/1435,"le chapitre baille à García López de la Cuadra, mercador, une maison située a la Sal, à la colación de S. Ginés",colación de S. Ginés,La Sal ,,,"Sal, calle de la. N°s. 6",,,"une maison située a la Sal, à la colación de S. Ginés (...)  jouxtant d'un côté une maison de l'Église tenue à cens par Pedro González, calcetero, de Ocaña, et de l'autre une maison de l'Église tenue par Francisco González Roxel (...)  avec le sótano situé sous la maison et un autre sótano jointif",,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07b,Alfonso,Gonzalo,Roxel,,,,,,,,sastre,,,,14/01/1435,"le chapitre baille à García López de la Cuadra, mercador, une maison située a la Sal, à la colación de S. Ginés (...)  avec la caution de Pedro González Sorje, fustero",colación de S. Ginés,La Sal ,,,"Sal, calle de la. N°s. 6",,,"une maison située a la Sal, à la colación de S. Ginés (...)  jouxtant d'un côté une maison de l'Église tenue à cens par Pedro González, calcetero, de Ocaña, et de l'autre une maison de l'Église tenue par Francisco González Roxel (...)  avec le sótano situé sous la maison et un autre sótano jointif",,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07b,Alfonso,Gonzalo,Roxel,,,,,,,,,,,,,,,La Sal ,,,"Sal, calle de la. N°s. 6",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_BA_07b,López,García,de la Cuadra,,,,,,,,,,,,1439,"la terçera tienda, que tenait auparavant Gonzalo Alfonso Roxel, est tenue par García López de la Cuadra",,La Sal ,"Elle jouxte de chaque côté des tiendas de l'Église, et se trouve incendiée",,"Sal, calle de la. N°s. 6",,,,,
